ActorID,FirstName,LastName,Actor_Gender,Actor_BirthDate,Nationality,AwardsCount,Biography
283,Dong-Hyun,Kim,Male,12-11-1965,South Korea,0,Regarded as a significant figure in the world of art and culture. Recognized for a creative directing style and attention to detail. Made a name at international festivals with prestigious awards. A unique director blending classical and modern cinema. Successfully transitioned between cinema and theater. Captivates the audience with natural acting and stage presence.
284,Henry,Evans,Male,28-11-1988,United Kingdom,6,Explores cultural diversity and human stories. Participated in major projects in the film industry for many years. Received various awards and was praised by critics. Participated in socially conscious projects. Recognized for a creative directing style and attention to detail. A pioneer in the use of innovative techniques in the film industry.
285,Miyu,Takahashi,Female,22-08-1997,Japan,10,Praised for emotionally intense performances. Known for being a versatile artist. Proved mastery in both drama and comedy genres.
286,Léna,Thomas,Female,22-11-1980,France,1,An experienced artist who films in challenging locations. A unique director blending classical and modern cinema. Delivered strong performances in many different roles throughout life. Made a name at international festivals with prestigious awards. Has a wide filmography including works in different genres. Received various awards and was praised by critics.
287,Lina,Schulz,Other,26-11-1990,Germany,8,Known for deep character analysis. Also successful in voice acting and dubbing. Known for innovative and bold contributions in the art world. Respected in the industry and inspired many young talents. Captivates the audience with natural acting and stage presence.
288,Susan,Smith,Female,16-10-1964,USA,3,Known for being a versatile artist. Known for innovative and bold contributions in the art world. Recognized for a creative directing style and attention to detail. Participated in major projects in the film industry for many years.
289,Sofia,Garcia,Female,18-01-1961,Spain,6,Pays special attention to film music and collaborates often. Participated in socially conscious projects. Work has inspired many young filmmakers. Received various awards and was praised by critics. Also successful in voice acting and dubbing.
290,Emily,Jones,Female,09-10-1951,United Kingdom,6,Explores cultural diversity and human stories. Started their career at a young age and achieved many successful projects. Participated in socially conscious projects. Regarded as a significant figure in the world of art and culture. Captivates the audience with natural acting and stage presence. Known for innovative and bold contributions in the art world.
291,Léna,Durand,Female,01-11-1950,France,10,Also successful in voice acting and dubbing. An experienced artist who films in challenging locations. Regarded as a significant figure in the world of art and culture.
292,Elena,Martinez,Female,22-04-1962,Spain,8,Delivered strong performances in many different roles throughout life. Started their career at a young age and achieved many successful projects. Captivates the audience with natural acting and stage presence.
293,Inès,Petit,Female,05-08-1973,France,5,Delivered strong performances in many different roles throughout life. Made a name at international festivals with prestigious awards. Received various awards and was praised by critics. Participated in socially conscious projects. Captivates the audience with natural acting and stage presence. Recognized for a creative directing style and attention to detail.
294,Alejandro,Hernández,Other,30-08-1979,Mexico,0,Started their career at a young age and achieved many successful projects. A unique director blending classical and modern cinema. Also successful in voice acting and dubbing.
295,Jae,Lee,Male,30-01-1958,South Korea,1,Praised for emotionally intense performances. Proved mastery in both drama and comedy genres. Directs each film with great precision. Delivered strong performances in many different roles throughout life. Regarded as a significant figure in the world of art and culture.
296,Min-Jun,Jung,Male,03-09-1965,South Korea,5,Known for deep character analysis. Known for being a versatile artist. Started their career at a young age and achieved many successful projects. Pays special attention to film music and collaborates often. Received various awards and was praised by critics.
297,Haruka,Kato,Female,19-04-1965,Japan,7,Known for being a versatile artist. Has a wide filmography including works in different genres. A pioneer in the use of innovative techniques in the film industry. Respected in the industry and inspired many young talents. Made a name at international festivals with prestigious awards.
298,Thomas,Evans,Male,16-12-1990,United Kingdom,7,Praised for emotionally intense performances. Made a name at international festivals with prestigious awards. Started their career at a young age and achieved many successful projects. Known for innovative and bold contributions in the art world. Received various awards and was praised by critics. Known for being a versatile artist.
299,David,Thomas,Male,21-04-1993,United Kingdom,2,Pays special attention to film music and collaborates often. A pioneer in the use of innovative techniques in the film industry. Work has inspired many young filmmakers. Participated in major projects in the film industry for many years. Known for innovative and bold contributions in the art world. Captivates the audience with natural acting and stage presence.
300,Seung,Kim,Male,24-11-1986,South Korea,1,Praised for emotionally intense performances. Respected in the industry and inspired many young talents. Participated in major projects in the film industry for many years. Successfully transitioned between cinema and theater. Also successful in voice acting and dubbing.
301,Lan,Yang,Female,09-09-2000,China,8,Known for deep character analysis. Also successful in voice acting and dubbing. Known for being a versatile artist.
302,Chloé,Moreau,Female,12-07-1984,France,9,Participated in major projects in the film industry for many years. Praised for emotionally intense performances. Made a name at international festivals with prestigious awards.
303,Xiu,Li,Female,26-06-1994,China,7,Proved mastery in both drama and comedy genres. Respected in the industry and inspired many young talents. Regarded as a significant figure in the world of art and culture. Received various awards and was praised by critics. An experienced artist who films in challenging locations.
304,Alice,Petit,Female,21-12-1983,France,1,Directs each film with great precision. A unique director blending classical and modern cinema. Pays special attention to film music and collaborates often. Has a wide filmography including works in different genres. Captivates the audience with natural acting and stage presence. Successfully transitioned between cinema and theater.
305,Michael,Johnson,Male,15-08-1994,USA,6,Received various awards and was praised by critics. Participated in socially conscious projects. Known for being a versatile artist. Participated in major projects in the film industry for many years. Has a wide filmography including works in different genres. Work has inspired many young filmmakers.
306,Marta,Lopez,Female,10-08-1995,Spain,10,Respected in the industry and inspired many young talents. A pioneer in the use of innovative techniques in the film industry. Received various awards and was praised by critics. Proved mastery in both drama and comedy genres. Directs each film with great precision. Pays special attention to film music and collaborates often.
307,Ying,Zhao,Female,12-06-1992,China,1,Pays special attention to film music and collaborates often. Also successful in voice acting and dubbing. Proved mastery in both drama and comedy genres.
308,Ryota,Shimizu,Male,12-03-1976,Japan,5,Received various awards and was praised by critics. Made a name at international festivals with prestigious awards. Captivates the audience with natural acting and stage presence.
309,Aylin,Çelik,Female,18-09-1986,Turkey,9,Recognized for a creative directing style and attention to detail. Started their career at a young age and achieved many successful projects. Explores cultural diversity and human stories. Directs each film with great precision.
310,Alice,Martin,Female,02-09-1959,France,10,Pays special attention to film music and collaborates often. Directs each film with great precision. Also successful in voice acting and dubbing.
311,Sofia,Garcia,Other,29-01-1962,Spain,8,Participated in socially conscious projects. Known for deep character analysis. A unique director blending classical and modern cinema.
312,Yu-Jin,Park,Other,24-11-1965,South Korea,2,Explores cultural diversity and human stories. Also successful in voice acting and dubbing. Work has inspired many young filmmakers.
313,Elena,Gomez,Female,24-03-1995,Spain,9,Regarded as a significant figure in the world of art and culture. Explores cultural diversity and human stories. Respected in the industry and inspired many young talents. Delivered strong performances in many different roles throughout life.
314,Bo-Ra,Shin,Female,25-05-1962,South Korea,8,Successfully transitioned between cinema and theater. Participated in socially conscious projects. Respected in the industry and inspired many young talents. Known for being a versatile artist. Praised for emotionally intense performances.
315,Arthur,Thomas,Male,26-01-1976,France,10,An experienced artist who films in challenging locations. Participated in socially conscious projects. Successfully transitioned between cinema and theater. Praised for emotionally intense performances.
316,Sarah,Garcia,Female,08-08-1981,USA,9,Also successful in voice acting and dubbing. Known for being a versatile artist. Participated in socially conscious projects. Delivered strong performances in many different roles throughout life. Known for deep character analysis. Participated in major projects in the film industry for many years.
317,Hao,Wang,Male,03-03-1984,China,10,Recognized for a creative directing style and attention to detail. Regarded as a significant figure in the world of art and culture. Pays special attention to film music and collaborates often.
318,Burak,Yılmaz,Other,24-06-1972,Turkey,4,Pays special attention to film music and collaborates often. Participated in socially conscious projects. Received various awards and was praised by critics. A pioneer in the use of innovative techniques in the film industry.
319,Hyun,Im,Male,29-05-2000,South Korea,6,An experienced artist who films in challenging locations. Successfully transitioned between cinema and theater. Delivered strong performances in many different roles throughout life. Also successful in voice acting and dubbing.
320,Miyu,Kato,Other,08-10-1984,Japan,8,Participated in major projects in the film industry for many years. Known for being a versatile artist. Regarded as a significant figure in the world of art and culture.
321,Manon,Richard,Female,01-10-1989,France,9,Pays special attention to film music and collaborates often. Known for being a versatile artist. Recognized for a creative directing style and attention to detail. Delivered strong performances in many different roles throughout life.
322,Joon,Park,Male,06-09-1956,South Korea,8,Explores cultural diversity and human stories. Received various awards and was praised by critics. Known for deep character analysis.
323,Hannah,Schulz,Female,02-09-1961,Germany,4,Respected in the industry and inspired many young talents. Directs each film with great precision. Successfully transitioned between cinema and theater.
324,Deniz,Yılmaz,Male,11-12-1978,Turkey,10,Captivates the audience with natural acting and stage presence. A unique director blending classical and modern cinema. Participated in socially conscious projects. A pioneer in the use of innovative techniques in the film industry. Has a wide filmography including works in different genres.
325,Juan,Cruz,Male,25-09-1969,Mexico,1,Known for deep character analysis. Participated in socially conscious projects. Explores cultural diversity and human stories. Has a wide filmography including works in different genres.
326,William,Miller,Male,21-02-1969,USA,5,Recognized for a creative directing style and attention to detail. Pays special attention to film music and collaborates often. Work has inspired many young filmmakers. An experienced artist who films in challenging locations. Captivates the audience with natural acting and stage presence.
327,Mei,Yang,Female,16-10-1950,China,7,Praised for emotionally intense performances. Work has inspired many young filmmakers. Proved mastery in both drama and comedy genres. Received various awards and was praised by critics.
328,Francesca,Colombo,Female,19-03-1984,Italy,4,Participated in major projects in the film industry for many years. An experienced artist who films in challenging locations. Pays special attention to film music and collaborates often. A pioneer in the use of innovative techniques in the film industry. Directs each film with great precision.
329,Dong-Hyun,Im,Male,10-04-1967,South Korea,1,Made a name at international festivals with prestigious awards. Pays special attention to film music and collaborates often. Participated in socially conscious projects.
330,Lei,Liu,Male,16-11-1955,China,10,Started their career at a young age and achieved many successful projects. Recognized for a creative directing style and attention to detail. Participated in socially conscious projects. Known for deep character analysis. Praised for emotionally intense performances. Has a wide filmography including works in different genres.
331,Isabel,Pérez,Female,18-02-1952,Mexico,0,Has a wide filmography including works in different genres. Received various awards and was praised by critics. Made a name at international festivals with prestigious awards.
332,Anna,Wagner,Female,04-06-1970,Germany,6,Praised for emotionally intense performances. Explores cultural diversity and human stories. Known for deep character analysis. Respected in the industry and inspired many young talents. Participated in major projects in the film industry for many years. Known for being a versatile artist.
333,Antonio,Russo,Male,13-07-1950,Italy,9,Successfully transitioned between cinema and theater. Has a wide filmography including works in different genres. A pioneer in the use of innovative techniques in the film industry.
334,Qiang,Li,Male,13-01-1977,China,4,Explores cultural diversity and human stories. Pays special attention to film music and collaborates often. Also successful in voice acting and dubbing. Participated in major projects in the film industry for many years. Captivates the audience with natural acting and stage presence. Made a name at international festivals with prestigious awards.
335,Peng,Chen,Male,29-01-1985,China,10,Delivered strong performances in many different roles throughout life. Also successful in voice acting and dubbing. Known for being a versatile artist. Praised for emotionally intense performances.
336,Jessica,Rodriguez,Other,01-01-1951,USA,2,Received various awards and was praised by critics. Participated in major projects in the film industry for many years. A unique director blending classical and modern cinema.
337,Juan,Sanchez,Male,14-02-1999,Spain,3,Recognized for a creative directing style and attention to detail. Known for deep character analysis. Praised for emotionally intense performances. An experienced artist who films in challenging locations. Known for innovative and bold contributions in the art world.
338,Can,Demir,Male,03-09-1972,Turkey,2,Pays special attention to film music and collaborates often. Participated in socially conscious projects. Directs each film with great precision.
339,Francesca,Bianchi,Female,29-01-1976,Italy,1,Known for being a versatile artist. A unique director blending classical and modern cinema. Captivates the audience with natural acting and stage presence. Respected in the industry and inspired many young talents.
340,James,Jones,Male,16-01-1971,USA,9,Recognized for a creative directing style and attention to detail. Respected in the industry and inspired many young talents. Captivates the audience with natural acting and stage presence.
341,Woo,Park,Male,04-06-1977,South Korea,9,Respected in the industry and inspired many young talents. Known for deep character analysis. Made a name at international festivals with prestigious awards. Participated in major projects in the film industry for many years. Proved mastery in both drama and comedy genres.
342,Léna,Richard,Female,15-02-1989,France,2,Captivates the audience with natural acting and stage presence. Directs each film with great precision. A pioneer in the use of innovative techniques in the film industry. Pays special attention to film music and collaborates often. Delivered strong performances in many different roles throughout life.
343,Hana,Lee,Female,08-10-1965,South Korea,4,Participated in socially conscious projects. Recognized for a creative directing style and attention to detail. Regarded as a significant figure in the world of art and culture. Known for being a versatile artist.
344,Luca,Marino,Male,06-10-1956,Italy,10,A unique director blending classical and modern cinema. Explores cultural diversity and human stories. Pays special attention to film music and collaborates often.
345,Francisco,Sanchez,Male,16-04-1953,Spain,8,Praised for emotionally intense performances. Known for innovative and bold contributions in the art world. A pioneer in the use of innovative techniques in the film industry. Explores cultural diversity and human stories. Proved mastery in both drama and comedy genres. A unique director blending classical and modern cinema.
346,Isabel,Cruz,Female,05-01-1962,Mexico,8,Explores cultural diversity and human stories. A pioneer in the use of innovative techniques in the film industry. An experienced artist who films in challenging locations.
347,Nanami,Tanaka,Female,17-11-1964,Japan,7,Made a name at international festivals with prestigious awards. A unique director blending classical and modern cinema. Also successful in voice acting and dubbing. Known for innovative and bold contributions in the art world.
348,María,López,Female,11-03-1982,Mexico,7,Has a wide filmography including works in different genres. Regarded as a significant figure in the world of art and culture. A pioneer in the use of innovative techniques in the film industry. Proved mastery in both drama and comedy genres.
349,Haruka,Ito,Female,18-06-1996,Japan,7,Received various awards and was praised by critics. Pays special attention to film music and collaborates often. Praised for emotionally intense performances. Respected in the industry and inspired many young talents. Started their career at a young age and achieved many successful projects. An experienced artist who films in challenging locations.
350,Federica,Marino,Female,16-08-1973,Italy,9,Explores cultural diversity and human stories. Praised for emotionally intense performances. A pioneer in the use of innovative techniques in the film industry. A unique director blending classical and modern cinema.
351,Elisa,Bianchi,Female,25-12-1956,Italy,6,An experienced artist who films in challenging locations. Explores cultural diversity and human stories. A pioneer in the use of innovative techniques in the film industry. Captivates the audience with natural acting and stage presence.
352,Yu-Jin,Park,Female,05-08-1950,South Korea,7,Proved mastery in both drama and comedy genres. Has a wide filmography including works in different genres. An experienced artist who films in challenging locations. Praised for emotionally intense performances.
353,Paul,Meyer,Male,08-10-1966,Germany,9,Also successful in voice acting and dubbing. Proved mastery in both drama and comedy genres. Known for deep character analysis.
354,Jessica,Garcia,Female,14-03-1993,USA,3,Praised for emotionally intense performances. Known for deep character analysis. Participated in major projects in the film industry for many years. Proved mastery in both drama and comedy genres.
355,Sota,Shimizu,Male,15-06-1964,Japan,0,Received various awards and was praised by critics. Made a name at international festivals with prestigious awards. Regarded as a significant figure in the world of art and culture. An experienced artist who films in challenging locations.
356,Priya,Singh,Female,25-07-2000,India,1,Directs each film with great precision. Work has inspired many young filmmakers. Captivates the audience with natural acting and stage presence. Made a name at international festivals with prestigious awards.
357,Sarah,Thomas,Female,21-10-1962,France,9,Made a name at international festivals with prestigious awards. Known for being a versatile artist. Also successful in voice acting and dubbing. Respected in the industry and inspired many young talents. Directs each film with great precision.
358,Elena,Gomez,Female,14-08-1970,Spain,2,Participated in major projects in the film industry for many years. Recognized for a creative directing style and attention to detail. An experienced artist who films in challenging locations.
359,Na,Li,Female,02-06-1963,China,2,Work has inspired many young filmmakers. Pays special attention to film music and collaborates often. Received various awards and was praised by critics. Participated in socially conscious projects. An experienced artist who films in challenging locations. Started their career at a young age and achieved many successful projects.
360,Lucy,Roberts,Female,10-09-1961,United Kingdom,0,An experienced artist who films in challenging locations. Known for deep character analysis. A pioneer in the use of innovative techniques in the film industry. Received various awards and was praised by critics. Pays special attention to film music and collaborates often. Known for being a versatile artist.
361,Chloé,Richard,Other,03-04-1993,France,9,Known for deep character analysis. Known for innovative and bold contributions in the art world. Regarded as a significant figure in the world of art and culture.
362,Eun-Ji,Shin,Female,09-07-1957,South Korea,8,Regarded as a significant figure in the world of art and culture. Recognized for a creative directing style and attention to detail. Participated in major projects in the film industry for many years. Successfully transitioned between cinema and theater. A unique director blending classical and modern cinema. An experienced artist who films in challenging locations.
363,Sophie,Wilson,Female,24-08-1983,United Kingdom,6,Started their career at a young age and achieved many successful projects. Known for innovative and bold contributions in the art world. Known for deep character analysis. Praised for emotionally intense performances. A unique director blending classical and modern cinema.
364,Elias,Schulz,Male,05-02-1998,Germany,5,Also successful in voice acting and dubbing. Explores cultural diversity and human stories. Pays special attention to film music and collaborates often. Recognized for a creative directing style and attention to detail. Known for deep character analysis.
365,Xiu,Yang,Female,14-04-1993,China,8,Regarded as a significant figure in the world of art and culture. Delivered strong performances in many different roles throughout life. A unique director blending classical and modern cinema. A pioneer in the use of innovative techniques in the film industry. Explores cultural diversity and human stories. Known for innovative and bold contributions in the art world.
366,Davide,Ferrari,Male,13-08-1970,Italy,1,An experienced artist who films in challenging locations. Explores cultural diversity and human stories. Respected in the industry and inspired many young talents. Participated in socially conscious projects.
367,Laura,Gomez,Female,02-09-1954,Spain,10,Has a wide filmography including works in different genres. Known for innovative and bold contributions in the art world. Captivates the audience with natural acting and stage presence.
368,Luis,Lopez,Male,01-10-1955,Spain,5,Work has inspired many young filmmakers. Received various awards and was praised by critics. Known for being a versatile artist.
369,Maya,Choudhary,Other,11-12-1985,India,4,Pays special attention to film music and collaborates often. Made a name at international festivals with prestigious awards. Praised for emotionally intense performances.
370,Jae,Jung,Male,05-02-1968,South Korea,3,Work has inspired many young filmmakers. An experienced artist who films in challenging locations. Successfully transitioned between cinema and theater.
371,Jade,Petit,Female,27-03-1953,France,10,Made a name at international festivals with prestigious awards. Has a wide filmography including works in different genres. Regarded as a significant figure in the world of art and culture.
372,Sanjay,Das,Male,14-06-1985,India,3,Known for being a versatile artist. Successfully transitioned between cinema and theater. Has a wide filmography including works in different genres.
373,Lucy,Wilson,Female,29-02-2000,United Kingdom,5,Proved mastery in both drama and comedy genres. Work has inspired many young filmmakers. Recognized for a creative directing style and attention to detail. Directs each film with great precision. Explores cultural diversity and human stories.
374,Diego,Fernandez,Male,14-09-1965,Spain,1,An experienced artist who films in challenging locations. Delivered strong performances in many different roles throughout life. Respected in the industry and inspired many young talents.
375,Ella,Johnson,Female,13-02-1973,United Kingdom,4,Explores cultural diversity and human stories. A unique director blending classical and modern cinema. Captivates the audience with natural acting and stage presence. Proved mastery in both drama and comedy genres. Respected in the industry and inspired many young talents. Directs each film with great precision.
376,Valentina,Russo,Female,15-06-1952,Italy,4,Explores cultural diversity and human stories. Praised for emotionally intense performances. Proved mastery in both drama and comedy genres.
377,Alessia,Romano,Female,29-04-1978,Italy,8,Successfully transitioned between cinema and theater. Regarded as a significant figure in the world of art and culture. Proved mastery in both drama and comedy genres.
378,Felix,Hoffmann,Male,06-09-1980,Germany,2,Respected in the industry and inspired many young talents. A pioneer in the use of innovative techniques in the film industry. Recognized for a creative directing style and attention to detail. A unique director blending classical and modern cinema. Regarded as a significant figure in the world of art and culture. Made a name at international festivals with prestigious awards.
379,Isabel,López,Female,23-01-1967,Mexico,3,Regarded as a significant figure in the world of art and culture. Recognized for a creative directing style and attention to detail. Proved mastery in both drama and comedy genres. Work has inspired many young filmmakers.
380,James,Johnson,Male,28-07-1959,USA,10,Work has inspired many young filmmakers. Participated in major projects in the film industry for many years. Participated in socially conscious projects. Received various awards and was praised by critics. Captivates the audience with natural acting and stage presence. A pioneer in the use of innovative techniques in the film industry.
381,Manuel,Rodriguez,Male,25-08-1974,Spain,8,Explores cultural diversity and human stories. Proved mastery in both drama and comedy genres. Pays special attention to film music and collaborates often. A unique director blending classical and modern cinema. Known for innovative and bold contributions in the art world.
382,Aya,Shimizu,Female,19-12-1987,Japan,0,Explores cultural diversity and human stories. Also successful in voice acting and dubbing. Pays special attention to film music and collaborates often. Made a name at international festivals with prestigious awards. Directs each film with great precision.
383,Amelia,Smith,Female,11-04-1991,United Kingdom,0,Explores cultural diversity and human stories. A unique director blending classical and modern cinema. Started their career at a young age and achieved many successful projects. Respected in the industry and inspired many young talents.
384,Jennifer,Rodriguez,Female,19-04-1973,USA,4,Regarded as a significant figure in the world of art and culture. Captivates the audience with natural acting and stage presence. Work has inspired many young filmmakers. Respected in the industry and inspired many young talents.
385,John,Davis,Male,13-01-1988,USA,5,Explores cultural diversity and human stories. Regarded as a significant figure in the world of art and culture. Directs each film with great precision. Made a name at international festivals with prestigious awards. A unique director blending classical and modern cinema.
386,Can,Çelik,Other,04-07-1970,Turkey,3,Explores cultural diversity and human stories. Recognized for a creative directing style and attention to detail. Known for innovative and bold contributions in the art world. Successfully transitioned between cinema and theater. Captivates the audience with natural acting and stage presence. Participated in major projects in the film industry for many years.
387,Onur,Arslan,Male,24-01-1962,Turkey,5,Delivered strong performances in many different roles throughout life. Regarded as a significant figure in the world of art and culture. Participated in socially conscious projects. A unique director blending classical and modern cinema. Received various awards and was praised by critics. Explores cultural diversity and human stories.
388,Sophie,Williams,Female,22-05-1955,United Kingdom,7,Directs each film with great precision. Known for being a versatile artist. Respected in the industry and inspired many young talents.
389,Finn,Weber,Male,09-04-2000,Germany,5,Known for deep character analysis. Started their career at a young age and achieved many successful projects. A pioneer in the use of innovative techniques in the film industry.
390,Elisa,Greco,Other,07-11-1967,Italy,10,Pays special attention to film music and collaborates often. Delivered strong performances in many different roles throughout life. A pioneer in the use of innovative techniques in the film industry. Respected in the industry and inspired many young talents.
391,Francesca,Colombo,Female,05-02-1990,Italy,9,Directs each film with great precision. Praised for emotionally intense performances. Known for innovative and bold contributions in the art world. Made a name at international festivals with prestigious awards. Respected in the industry and inspired many young talents.
392,Anjali,Patel,Female,25-04-1986,India,2,Proved mastery in both drama and comedy genres. Respected in the industry and inspired many young talents. Praised for emotionally intense performances. Delivered strong performances in many different roles throughout life. Successfully transitioned between cinema and theater.
393,Anna,Becker,Female,24-06-1985,Germany,5,Known for deep character analysis. Made a name at international festivals with prestigious awards. Known for being a versatile artist. Participated in major projects in the film industry for many years. Known for innovative and bold contributions in the art world. Proved mastery in both drama and comedy genres.
394,Andrea,Ferrari,Male,08-03-1957,Italy,6,Started their career at a young age and achieved many successful projects. Has a wide filmography including works in different genres. Captivates the audience with natural acting and stage presence.
395,Peng,Li,Male,14-08-1985,China,1,Work has inspired many young filmmakers. Known for innovative and bold contributions in the art world. Has a wide filmography including works in different genres. Praised for emotionally intense performances. Explores cultural diversity and human stories.
396,Tim,Schneider,Male,30-06-1975,Germany,2,Participated in major projects in the film industry for many years. Received various awards and was praised by critics. Also successful in voice acting and dubbing. A pioneer in the use of innovative techniques in the film industry.
397,Sarah,Jones,Female,30-11-1991,USA,8,Known for innovative and bold contributions in the art world. Successfully transitioned between cinema and theater. Participated in socially conscious projects. Made a name at international festivals with prestigious awards. A unique director blending classical and modern cinema. Work has inspired many young filmmakers.
398,Bo-Ra,Im,Female,06-08-2000,South Korea,10,A pioneer in the use of innovative techniques in the film industry. Captivates the audience with natural acting and stage presence. Participated in socially conscious projects. Proved mastery in both drama and comedy genres. Has a wide filmography including works in different genres.
399,Soo,Park,Male,25-12-1986,South Korea,4,Participated in major projects in the film industry for many years. An experienced artist who films in challenging locations. Pays special attention to film music and collaborates often.
400,Onur,Yılmaz,Male,04-02-1992,Turkey,7,Delivered strong performances in many different roles throughout life. Participated in major projects in the film industry for many years. Known for deep character analysis. Pays special attention to film music and collaborates often. Work has inspired many young filmmakers. Proved mastery in both drama and comedy genres.
401,Rina,Shimizu,Female,02-12-1966,Japan,6,Proved mastery in both drama and comedy genres. Made a name at international festivals with prestigious awards. Successfully transitioned between cinema and theater. Praised for emotionally intense performances. Explores cultural diversity and human stories. Also successful in voice acting and dubbing.
402,Jules,Moreau,Male,18-11-1987,France,9,Delivered strong performances in many different roles throughout life. Praised for emotionally intense performances. Known for being a versatile artist. Participated in socially conscious projects. Regarded as a significant figure in the world of art and culture.
403,Karan,Gupta,Male,22-02-1956,India,4,Praised for emotionally intense performances. Directs each film with great precision. Work has inspired many young filmmakers.
404,Hyun,Kang,Male,20-02-1994,South Korea,0,Received various awards and was praised by critics. Participated in socially conscious projects. Participated in major projects in the film industry for many years. Made a name at international festivals with prestigious awards.
405,Charles,Smith,Male,21-03-1961,United Kingdom,3,Known for innovative and bold contributions in the art world. Participated in major projects in the film industry for many years. Captivates the audience with natural acting and stage presence.
406,Ethan,Richard,Male,14-12-1977,France,7,Respected in the industry and inspired many young talents. Has a wide filmography including works in different genres. Pays special attention to film music and collaborates often.
407,Mehmet,Arslan,Male,16-03-1985,Turkey,7,Recognized for a creative directing style and attention to detail. Regarded as a significant figure in the world of art and culture. Explores cultural diversity and human stories. Participated in major projects in the film industry for many years.
408,Jessica,Thomas,Other,02-05-1972,United Kingdom,3,Recognized for a creative directing style and attention to detail. Directs each film with great precision. Known for being a versatile artist.
409,Mia,Evans,Female,13-09-1968,United Kingdom,10,Respected in the industry and inspired many young talents. Made a name at international festivals with prestigious awards. Praised for emotionally intense performances. Known for being a versatile artist. Received various awards and was praised by critics.
410,Carlos,González,Other,25-09-1996,Mexico,7,Recognized for a creative directing style and attention to detail. A pioneer in the use of innovative techniques in the film industry. Received various awards and was praised by critics. Also successful in voice acting and dubbing. Started their career at a young age and achieved many successful projects.
411,Emma,Thomas,Female,11-02-1979,France,4,Explores cultural diversity and human stories. Proved mastery in both drama and comedy genres. Participated in major projects in the film industry for many years.
412,Mei,Tanaka,Female,21-08-1992,Japan,5,Proved mastery in both drama and comedy genres. Made a name at international festivals with prestigious awards. Captivates the audience with natural acting and stage presence.
413,Emily,Smith,Female,12-05-1980,United Kingdom,5,Successfully transitioned between cinema and theater. Participated in socially conscious projects. Started their career at a young age and achieved many successful projects. Known for innovative and bold contributions in the art world.
414,Dong-Hyun,Yoon,Male,04-02-2000,South Korea,3,Successfully transitioned between cinema and theater. Explores cultural diversity and human stories. A pioneer in the use of innovative techniques in the film industry.
415,Alejandro,Ramírez,Male,17-07-1953,Mexico,8,Participated in socially conscious projects. Successfully transitioned between cinema and theater. Captivates the audience with natural acting and stage presence. Recognized for a creative directing style and attention to detail. A unique director blending classical and modern cinema.
416,Ece,Çelik,Female,15-01-1979,Turkey,9,Has a wide filmography including works in different genres. An experienced artist who films in challenging locations. Known for innovative and bold contributions in the art world. Directs each film with great precision.
417,Lea,Becker,Female,04-08-1998,Germany,0,Known for being a versatile artist. Made a name at international festivals with prestigious awards. Participated in major projects in the film industry for many years. Work has inspired many young filmmakers. A pioneer in the use of innovative techniques in the film industry. Also successful in voice acting and dubbing.
418,Paul,Durand,Male,07-09-1955,France,3,Pays special attention to film music and collaborates often. Participated in socially conscious projects. Known for innovative and bold contributions in the art world. Work has inspired many young filmmakers. Delivered strong performances in many different roles throughout life. Respected in the industry and inspired many young talents.
419,Anjali,Choudhary,Female,29-11-1959,India,10,Received various awards and was praised by critics. Known for innovative and bold contributions in the art world. Made a name at international festivals with prestigious awards.
420,Ren,Kobayashi,Male,18-07-1993,Japan,0,Also successful in voice acting and dubbing. Captivates the audience with natural acting and stage presence. An experienced artist who films in challenging locations. Work has inspired many young filmmakers. A unique director blending classical and modern cinema. Regarded as a significant figure in the world of art and culture.
421,Yuki,Saito,Male,11-05-1956,Japan,10,Has a wide filmography including works in different genres. Directs each film with great precision. Praised for emotionally intense performances. Received various awards and was praised by critics. A pioneer in the use of innovative techniques in the film industry. Participated in socially conscious projects.
422,Guadalupe,Hernández,Other,26-04-1987,Mexico,9,An experienced artist who films in challenging locations. Received various awards and was praised by critics. Known for being a versatile artist. Has a wide filmography including works in different genres. Delivered strong performances in many different roles throughout life.
423,George,Jones,Other,09-08-1996,United Kingdom,3,Recognized for a creative directing style and attention to detail. Pays special attention to film music and collaborates often. An experienced artist who films in challenging locations. Also successful in voice acting and dubbing. Proved mastery in both drama and comedy genres. A unique director blending classical and modern cinema.
424,Valentina,Colombo,Other,06-02-2000,Italy,1,Also successful in voice acting and dubbing. Directs each film with great precision. Successfully transitioned between cinema and theater. Known for deep character analysis. Started their career at a young age and achieved many successful projects.
425,Nazlı,Arslan,Female,05-05-1999,Turkey,5,Participated in socially conscious projects. Work has inspired many young filmmakers. Directs each film with great precision. A pioneer in the use of innovative techniques in the film industry.
426,Barbara,Davis,Female,16-02-1979,USA,10,Known for being a versatile artist. Respected in the industry and inspired many young talents. Work has inspired many young filmmakers. Proved mastery in both drama and comedy genres. A unique director blending classical and modern cinema. Participated in socially conscious projects.
427,Hugo,Richard,Male,14-05-1999,France,7,Explores cultural diversity and human stories. Participated in major projects in the film industry for many years. Received various awards and was praised by critics. Delivered strong performances in many different roles throughout life. Work has inspired many young filmmakers. Known for being a versatile artist.
428,Wei,Chen,Male,29-01-1977,China,3,Respected in the industry and inspired many young talents. Participated in major projects in the film industry for many years. Pays special attention to film music and collaborates often. Successfully transitioned between cinema and theater.
